"SPEAKER","SENTENCE","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스"
"점원","한 100평 정도면 충분하실 거 같은데요","I","부동산업","토지","0","4","면적문의","","A","","","","","한 100평 정도면 충분하실 거 같은데요","100평","","100평/평수"
"고객","서울에서 가까운 곳을 찾고 있는데 가능할까요?","I","부동산업","토지","1","5","위치문의","","Q","","서울에서 가까운 곳을 찾고 있는데 가능할까요?","","","","서울, 가까운 곳","","서울/장소"
"점원","경기도 광주 부근에 임야로 나온 매물이 있긴 한데 아마 투기 목적이 아니라면 지목변경이 가능할 듯도 싶어요","I","부동산업","토지","0","6","위치문의","","A","","","","","경기도 광주 부근에 임야로 나온 매물이 있긴 한데 아마 투기 목적이 아니라면 지목변경이 가능할 듯도 싶어요","경기도, 광주, 부근, 임야, 매물, 투기, 지목변경","임야/산림 및 들판, 지목변경/토지 사용 목적 변경","경기도/장소, 광주/장소, 부근/위치, 임야/매물"
"고객","그러면 가격은 얼마 정도 할까요?","I","부동산업","토지","1","7","시세문의","","Q","","그러면 가격은 얼마 정도 할까요?","","","","가격, 정도","",""
"점원","요새 그쪽 땅값이 좀 올라서 평당 50만 원 정도는 생각하셔야 할 거예요","I","부동산업","토지","0","8","시세문의","","A","","","","","요새 그쪽 땅값이 좀 올라서 평당 50만 원 정도는 생각하셔야 할 거예요","그쪽, 땅값, 평당, 50만 원","","그쪽/위치, 땅값/시세, 50만 원/금액"
"고객","그 정도면 괜찮은데 땅을 보러 갈 수 있을까요?","I","부동산업","토지","1","9","매물나온땅보러가기요청","","Q","","그 정도면 괜찮은데 땅을 보러 갈 수 있을까요?","","","","정도","",""
"점원","네 이동하시죠","I","부동산업","토지","0","10","매물나온땅보러가기요청","","A","","","","","네 이동하시죠","","",""
"고객","이 근처에 집 지을만한 땅이 있나요?","I","부동산업","토지","1","1","지목(땅의용도)문의","","Q","","이 근처에 집 지을만한 땅이 있나요?","","","","근처, 집, 땅","","근처/위치, 땅/매물"
"점원","몇 평 정도 필요하신가요?","I","부동산업","토지","0","2","면적문의","면적","Q","","","몇 평 정도 필요하신가요?","","","평, 정도","",""
"고객","100평 정도면 될 것 같습니다","I","부동산업","토지","1","3","면적문의","면적","A","","","","100평 정도면 될 것 같습니다","","100평, 정도","","100평/평수"
"점원","한번 찾아보겠습니다","I","부동산업","토지","0","4","지목(땅의용도)문의","","A","","","","","한번 찾아보겠습니다","한번","",""
"고객","80평 정도도 괜찮습니다","I","부동산업","토지","1","5","지목(땅의용도)문의","","Q","","80평 정도도 괜찮습니다","","","","80평, 정도","","80평/평수"
"점원","100억 정도에 나온 매물이 있습니다","I","부동산업","토지","0","6","면적문의","","A","","","","","100억 정도에 나온 매물이 있습니다","100억, 정도, 매물","","100억/금액"
"고객","근처 환경은 어떤가요?","I","부동산업","토지","1","7","주변시설문의","","Q","","근처 환경은 어떤가요?","","","","근처, 환경","","근처/위치, 환경/입지정보"
"점원","주변은 조금 조용하고 공기가 좋습니다","I","부동산업","토지","0","8","주변시설문의","","A","","","","","주변은 조금 조용하고 공기가 좋습니다","주변, 조용, 공기","","주변/위치"
"고객","네 그럼 일단 한번 보여주세요","I","부동산업","토지","1","9","매물나온땅보러가기요청","","Q","","네 그럼 일단 한번 보여주세요","","","","한번","",""
"점원","네 같이 가시지요","I","부동산업","토지","0","10","매물나온땅보러가기요청","","A","","","","","네 같이 가시지요","","",""
"고객","토지 좀 사려 구하는데 매물이 있나요?","I","부동산업","토지","1","1","땅매도의뢰","","Q","","토지 좀 사려 구하는데 매물이 있나요?","","","","토지, 매물","","토지/매물"
"점원","혹시 어떤 용도로 알아보시나요","I","부동산업","토지","0","2","지목(땅의용도)문의","땅의용도","Q","","","혹시 어떤 용도로 알아보시나요","","","용도","",""
"고객","농사를 지으려고요","I","부동산업","토지","1","3","지목(땅의용도)문의","땅의용도","A","","","","농사를 지으려고요","","농사","","농사/용도"
"점원","어느 정도 평수로 보시나요","I","부동산업","토지","0","4","면적문의","면적","Q","","","어느 정도 평수로 보시나요","","","평수, 가격","",""
"고객","800평 정도 생각하는데 적합한 토지 있나요?","I","부동산업","토지","1","5","면적문의","","Q","","800평 정도 생각하는데 적합한 토지 있나요?","","","","800평, 정도, 토지","","800평/평수, 토지/매물"
"점원","네 있습니다","I","부동산업","토지","0","6","면적문의","","A","","","","","네 있습니다","","",""
"고객","평당 가격은 어느 정도인가요","I","부동산업","토지","1","7","매매가문의","","Q","","평당 가격은 어느 정도인가요","","","","평당 가격, 정도","",""
"점원","50만 원 정도 합니다","I","부동산업","토지","0","8","매매가문의","","A","","","","","50만 원 정도 합니다","50만 원, 정도","","50만 원/금액"
"고객","오늘 바로 좀 볼 수 있을까요","I","부동산업","토지","1","9","매물나온땅보러가기요청","","Q","","오늘 바로 좀 볼 수 있을까요","","","","오늘","","오늘/날짜"
"점원","네 방문해주시면 안내해 드릴게요","I","부동산업","토지","0","10","매물나온땅보러가기요청","","A","","","","","네 방문해주시면 안내해 드릴게요","","",""
"고객","제가 땅을 좀 사고 싶은데요","I","부동산업","토지","1","1","땅매수문의","","Q","","제가 땅을 좀 사고 싶은데요","","","","땅","","땅/매물"
"점원","어떤 땅을 보시는데요","I","부동산업","토지","0","2","지목(땅의용도)문의","땅의용도","Q","","","어떤 땅을 보시는데요","","","땅","","땅/매물"
"고객","경기도 쪽에 나중에  고속도로 나는 호재가 있는 땅 같은 거 없을까요","I","부동산업","토지","1","3","개발계획문의","","Q","","경기도 쪽에 나중에  고속도로 나는 호재가 있는 땅 같은 거 없을까요","","","","경기도, 고속도로, 땅","","경기도/장소, 고속도록/입지정보, 땅/매물"
"점원","그건 아직 예측하기 어려운 부분이 있어요","I","부동산업","토지","0","4","개발계획문의","","A","","","","","그건 아직 예측하기 어려운 부분이 있어요","","",""
"고객","얼마 전 tv를 보니  우연히 산 땅이 고속도로 용지로 들어가 큰 이익을 봤다는 사람을 봐서 저도 욕심이 나요","I","부동산업","토지","1","5","개발계획문의","","Q","","얼마 전 tv를 보니  우연히 산 땅이 고속도로 용지로 들어가 큰 이익을 봤다는 사람을 봐서 저도 욕심이 나요","","","","고속도로, 용지, 큰 이익","","고속도로/입지정보"
"점원","그건 정말 행운이죠","I","부동산업","토지","0","6","개발계획문의","","A","","","","","그건 정말 행운이죠","행운","",""
"고객","저도 그런 행운을 좀 보고 싶네요","I","부동산업","토지","1","7","개발계획문의","","A","","","","저도 그런 행운을 좀 보고 싶네요","","행운","",""
"점원","그것보다 남양주 강가 쪽에 카페를 차리면 좋을만한 예쁜 곳이 있는데 그런 땅은 어떠세요","I","부동산업","토지","0","8","투자문의","권유","Q","","","그것보다 남양주 강가 쪽에 카페를 차리면 좋을만한 예쁜 곳이 있는데 그런 땅은 어떠세요","","","남양주, 강가 쪽, 땅, 예쁜 곳","","남양주/장소, 강가 쪽/위치"
"고객","아 그런 곳이 있으면 한번 보고 싶긴 하네요","I","부동산업","토지","1","9","매물나온땅보러가기요청","","Q","","아 그런 곳이 있으면 한번 보고 싶긴 하네요","","","","한 번","",""
"점원","오늘 시간 괜찮으시면 저랑 지금 보러 가시죠","I","부동산업","토지","0","10","매물나온땅보러가기요청","","A","","","","","오늘 시간 괜찮으시면 저랑 지금 보러 가시죠","오늘, 시간, 지금","","오늘/날짜, 지금/시간"
"고객","조용히 집 짓고 살고 싶은데 적당한 땅이 있나요?","I","부동산업","토지","1","1","지목(땅의용도)문의","","Q","","조용히 집 짓고 살고 싶은데 적당한 땅이 있나요?","","","","적당한 땅","",""
"점원","어느 지역을 원하세요?","I","부동산업","토지","0","2","위치문의","위치","Q","","","어느 지역을 원하세요?","","","지역","",""
"고객","경기도 외곽이요","I","부동산업","토지","1","3","위치문의","위치","A","","","","경기도 외곽이요","","경기도, 외곽","","경기도/장소, 외과/위치"
"점원","평택에 좋은 땅이 있어요","I","부동산업","토지","0","4","투자문의","","A","","","","","평택에 좋은 땅이 있어요","평택, 땅","","평택/장소, 땅/매물"
"고객","몇 평인가요?","I","부동산업","토지","1","5","면적문의","","Q","","몇 평인가요?","","","","","",""
"점원","200평이라 집 짓기 적당해요","I","부동산업","토지","0","6","면적문의","","A","","","","","200평이라 집 짓기 적당해요","200평, 적당","","200평/평수"
"고객","주말에 볼 수 있나요?","I","부동산업","토지","1","7","매물보는시간약속정하기","","Q","","주말에 볼 수 있나요?","","","","주말","","주말/날짜"
"점원","그럼 그쪽 부동산에 연락해 두겠습니다","I","부동산업","토지","0","8","매물보는시간약속정하기","","A","","","","","그럼 그쪽 부동산에 연락해 두겠습니다","","",""
"고객","토요일 낮으로 약속 잡아주세요","I","부동산업","토지","1","9","매물보는시간약속정하기","","Q","","토요일 낮으로 약속 잡아주세요","","","","토요일, 낮","","토요일/요일, 낮/시간"
"점원","알겠습니다","I","부동산업","토지","0","10","매물보는시간약속정하기","","A","","","","","알겠습니다","","",""
"고객","이 지역에 별장을 만들고 싶은데 괜찮은 땅 있나요?","I","부동산업","토지","1","1","지목(땅의용도)문의","","Q","","이 지역에 별장을 만들고 싶은데 괜찮은 땅 있나요?","","","","지역, 별장, 땅","","땅/매물"
"점원","요즘은 나온 토지가 별로 없어요","I","부동산업","토지","0","2","지목(땅의용도)문의","","A","","","","","요즘은 나온 토지가 별로 없어요","요즘, 토지","","토지/매물"
"고객","넓지 않아도 좋은데 찾아봐 주시겠어요?","I","부동산업","토지","1","3","땅매수문의","","Q","","넓지 않아도 좋은데 찾아봐 주시겠어요?","","","","","",""
